WoCID,lat_or,long_or,species,pathway_as_classified,continent
WD0672,27.45,119.8833,Procambarus clarkii,intercontinental,Asia
WD0673,27.475344,-99.653425,Procambarus clarkii,intercontinental,North America
WD0674,27.5037,-105.368,Procambarus clarkii,intercontinental,North America
WD0675,27.5133682,-100.612375,Procambarus clarkii,intercontinental,North America
WD0676,27.5171586,-99.4557346,Procambarus clarkii,intercontinental,North America
WD0678,27.5183556,-100.6089803,Procambarus clarkii,intercontinental,North America
WD0684,27.5301998,-105.4045087,Procambarus clarkii,intercontinental,North America
WD0685,27.571455,-99.51113,Procambarus clarkii,intercontinental,North America
WD0686,27.5778617,-99.49878,Procambarus clarkii,intercontinental,North America
WD0687,27.5856534,-105.4215804,Procambarus clarkii,intercontinental,North America
WD0688,27.5864,-81.0229,Procambarus clarkii,intercontinental,North America
WD0690,27.608333,-100.725,Procambarus clarkii,intercontinental,North America
WD0739,27.6771,109.1825,Procambarus clarkii,intercontinental,Asia
WD0740,27.6771,109.1833,Procambarus clarkii,intercontinental,Asia
WD0741,27.678606,-82.256933,Procambarus clarkii,intercontinental,North America
WD0742,27.6803,109.1771,Procambarus clarkii,intercontinental,Asia
WD0743,27.6917,-105.175,Procambarus clarkii,intercontinental,North America
WD0748,27.7672,-101.019,Procambarus clarkii,intercontinental,North America
WD0758,27.82728,-81.597655,Procambarus clarkii,intercontinental,North America
WD0760,27.8282457,-81.6011378,Procambarus clarkii,intercontinental,North America
WD0761,27.8333,-101.15,Procambarus clarkii,intercontinental,North America
WD0763,27.8417,-101.5917,Procambarus clarkii,intercontinental,North America
WD0764,27.8429748,-101.1218711,Procambarus clarkii,intercontinental,North America
WD0766,27.8447,112.2044,Procambarus clarkii,intercontinental,Asia
WD0767,27.8758641,-101.4906528,Procambarus clarkii,intercontinental,North America
WD0770,27.8938979,-101.529956,Procambarus clarkii,intercontinental,North America
WD0772,27.9,-101.1833,Procambarus clarkii,intercontinental,North America
WD0774,27.9146867,-101.27997,Procambarus clarkii,intercontinental,North America
WD0775,27.925,-101.3083,Procambarus clarkii,intercontinental,North America
WD0777,27.9271,-101.302,Procambarus clarkii,intercontinental,North America
WD0778,27.9333,-101.4333,Procambarus clarkii,intercontinental,North America
WD0786,27.969,-101.582,Procambarus clarkii,intercontinental,North America
WD0790,27.9842453,-101.4370502,Procambarus clarkii,intercontinental,North America
WD0791,27.987927,-101.428216,Procambarus clarkii,intercontinental,North America
WD0795,28.036,-15.6733,Procambarus clarkii,intercontinental,Europe
WD0800,28.0472,120.9006,Procambarus clarkii,intercontinental,Asia
WD0801,28.0475,120.91,Procambarus clarkii,intercontinental,Asia
WD0808,28.0549,120.8894,Procambarus clarkii,intercontinental,Asia
WD0809,28.0704855,-82.3460316,Procambarus clarkii,intercontinental,North America
WD0810,28.0738,-101.8783,Procambarus clarkii,intercontinental,North America
WD0811,28.0923296,-82.4381384,Procambarus clarkii,intercontinental,North America
WD0813,28.1032669,-82.4478515,Procambarus clarkii,intercontinental,North America
WD0818,28.1127,-82.3836,Procambarus clarkii,intercontinental,North America
WD0819,28.1142305,-82.3858333,Procambarus clarkii,intercontinental,North America
WD0825,28.1666513,-82.3594312,Procambarus clarkii,intercontinental,North America
WD0827,28.1805,112.9374,Procambarus clarkii,intercontinental,Asia
WD0828,28.1828613,112.89048,Procambarus clarkii,intercontinental,Asia
WD0830,28.1848,-105.5486,Procambarus clarkii,intercontinental,North America
WD0835,28.226881,-105.5137634,Procambarus clarkii,intercontinental,North America
WD0840,28.2275531,-105.5124044,Procambarus clarkii,intercontinental,North America
WD0843,28.2376804,-105.5038147,Procambarus clarkii,intercontinental,North America
WD0845,28.25,-105.5,Procambarus clarkii,intercontinental,North America
WD0847,28.2513,-105.5112,Procambarus clarkii,intercontinental,North America
WD0849,28.255,113.1102,Procambarus clarkii,intercontinental,Asia
WD0851,28.2563782,-105.4920959,Procambarus clarkii,intercontinental,North America
WD0855,28.2579552,-105.4904896,Procambarus clarkii,intercontinental,North America
WD0858,28.2608873,-105.4839485,Procambarus clarkii,intercontinental,North America
WD0859,28.2618353,-105.4752489,Procambarus clarkii,intercontinental,North America
WD0864,28.2626206,-105.4747272,Procambarus clarkii,intercontinental,North America
WD0865,28.2629,-105.4699,Procambarus clarkii,intercontinental,North America
WD0867,28.2634,-105.4774,Procambarus clarkii,intercontinental,North America
WD0874,28.264459,-105.4825972,Procambarus clarkii,intercontinental,North America
WD0875,28.2645468,-105.4703099,Procambarus clarkii,intercontinental,North America
WD0877,28.2678,-105.4822,Procambarus clarkii,intercontinental,North America
WD0878,28.2684379,-105.4716102,Procambarus clarkii,intercontinental,North America
WD0879,28.2714667,-105.4604133,Procambarus clarkii,intercontinental,North America
WD0882,28.2795577,-105.4499105,Procambarus clarkii,intercontinental,North America
WD0883,28.28,112.55,Procambarus clarkii,intercontinental,Asia
WD0886,28.289264,-105.4411571,Procambarus clarkii,intercontinental,North America
WD0890,28.2905652,-105.4392844,Procambarus clarkii,intercontinental,North America
WD0897,28.3096606,-105.4421489,Procambarus clarkii,intercontinental,North America
WD0899,28.3175572,-105.4266524,Procambarus clarkii,intercontinental,North America
WD0901,28.3186569,-105.3891602,Procambarus clarkii,intercontinental,North America
WD0904,28.3198883,-105.4242587,Procambarus clarkii,intercontinental,North America
WD0906,28.3203695,-105.4227459,Procambarus clarkii,intercontinental,North America
WD0910,28.3333,-105.5,Procambarus clarkii,intercontinental,North America
WD0912,28.3424,-105.395,Procambarus clarkii,intercontinental,North America
WD0913,28.3592,113.2447,Procambarus clarkii,intercontinental,Asia
WD0914,28.3623217,-81.204375,Procambarus clarkii,intercontinental,North America
WD0916,28.3824864,-105.4416675,Procambarus clarkii,intercontinental,North America
WD0918,28.39,116.35,Procambarus clarkii,intercontinental,Asia
WD0919,28.4047617,-80.705575,Procambarus clarkii,intercontinental,North America
WD0920,28.4184133,-81.276405,Procambarus clarkii,intercontinental,North America
WD0922,28.425,-105.425,Procambarus clarkii,intercontinental,North America
WD0923,28.4250464,-105.4287552,Procambarus clarkii,intercontinental,North America
WD0938,28.52,116.12,Procambarus clarkii,intercontinental,Asia
WD0941,28.5207,113.3751,Procambarus clarkii,intercontinental,Asia
WD0943,28.5241,113.3682,Procambarus clarkii,intercontinental,Asia
WD0945,28.5249,-16.2047,Procambarus clarkii,intercontinental,Europe
WD0947,28.5347977,-81.5150688,Procambarus clarkii,intercontinental,North America
WD0948,28.5424286,-80.9357589,Procambarus clarkii,intercontinental,North America
WD0955,28.625,-106.075,Procambarus clarkii,intercontinental,North America
WD0956,28.6413031,-80.7355203,Procambarus clarkii,intercontinental,North America
WD0957,28.6435285,-81.3113272,Procambarus clarkii,intercontinental,North America
WD0958,28.6724847,-81.3267935,Procambarus clarkii,intercontinental,North America
WD0961,28.6842,112.8683,Procambarus clarkii,intercontinental,Asia
WD0962,28.7,-106.0,Procambarus clarkii,intercontinental,North America
WD0967,28.7343952,-81.2996179,Procambarus clarkii,intercontinental,North America
WD0971,28.7948,104.6861,Procambarus clarkii,intercontinental,Asia
WD0972,28.8015,112.6605,Procambarus clarkii,intercontinental,Asia
WD0982,28.8268,112.6945,Procambarus clarkii,intercontinental,Asia
WD0986,28.85,112.37,Procambarus clarkii,intercontinental,Asia
WD0989,28.86,112.38,Procambarus clarkii,intercontinental,Asia
WD0993,28.8673,112.3788,Procambarus clarkii,intercontinental,Asia
WD0994,28.87,116.43,Procambarus clarkii,intercontinental,Asia
WD1008,28.8881552,-82.5894577,Procambarus clarkii,intercontinental,North America
WD1009,28.892153,-82.5952903,Procambarus clarkii,intercontinental,North America
WD1015,28.9112,112.2055,Procambarus clarkii,intercontinental,Asia
WD1016,28.9124,116.3512,Procambarus clarkii,intercontinental,Asia
WD1029,28.9458815,-81.3393317,Procambarus clarkii,intercontinental,North America
WD1030,28.9461,116.486,Procambarus clarkii,intercontinental,Asia
WD1040,28.9728,112.0719,Procambarus clarkii,intercontinental,Asia
WD1051,28.9965,116.2508,Procambarus clarkii,intercontinental,Asia
WD1054,29.0120907,113.0125122,Procambarus clarkii,intercontinental,Asia
WD1058,29.0126,113.0125,Procambarus clarkii,intercontinental,Asia
WD1076,29.041918,-82.5694596,Procambarus clarkii,intercontinental,North America
WD1087,29.0796,116.4953,Procambarus clarkii,intercontinental,Asia
WD1088,29.0879,116.1304,Procambarus clarkii,intercontinental,Asia
WD1093,29.1038,116.2941,Procambarus clarkii,intercontinental,Asia
WD1097,29.1132,-81.0626,Procambarus clarkii,intercontinental,North America
WD1107,29.1387,118.409,Procambarus clarkii,intercontinental,Asia
WD1113,29.1582,113.0014,Procambarus clarkii,intercontinental,Asia
WD1123,29.1627135,-82.0307416,Procambarus clarkii,intercontinental,North America
WD1148,29.2194,116.2625,Procambarus clarkii,intercontinental,Asia
WD1150,29.2602,116.0281,Procambarus clarkii,intercontinental,Asia
WD1154,29.2833,113.4167,Procambarus clarkii,intercontinental,Asia
WD1156,29.3,113.02,Procambarus clarkii,intercontinental,Asia
WD1178,29.35,113.13,Procambarus clarkii,intercontinental,Asia
WD1189,29.3502778,110.5381694,Procambarus clarkii,intercontinental,Asia
WD1194,29.36,-106.57,Procambarus clarkii,intercontinental,North America
WD1309,29.4338,116.0407,Procambarus clarkii,intercontinental,Asia
WD1336,29.4975004,-82.9757943,Procambarus clarkii,intercontinental,North America
WD1346,29.5129,112.5852,Procambarus clarkii,intercontinental,Asia
WD1348,29.5145,112.594,Procambarus clarkii,intercontinental,Asia
WD1349,29.5147,112.5955,Procambarus clarkii,intercontinental,Asia
WD1364,29.535297,112.74266,Procambarus clarkii,intercontinental,Asia
WD1374,29.55,106.53,Procambarus clarkii,intercontinental,Asia
WD1412,29.5693,105.7775,Procambarus clarkii,intercontinental,Asia
WD1469,29.6229,113.5189,Procambarus clarkii,intercontinental,Asia
WD1470,29.623,113.5222,Procambarus clarkii,intercontinental,Asia
WD1477,29.6313,113.5219,Procambarus clarkii,intercontinental,Asia
WD1483,29.6355,113.5372,Procambarus clarkii,intercontinental,Asia
WD1488,29.6387,113.5422,Procambarus clarkii,intercontinental,Asia
WD1490,29.6413898,107.001959,Procambarus clarkii,intercontinental,Asia
WD1493,29.6437867,-82.3571167,Procambarus clarkii,intercontinental,North America
WD1497,29.6483,116.2394,Procambarus clarkii,intercontinental,Asia
WD1504,29.6698,113.3169,Procambarus clarkii,intercontinental,Asia
WD1512,29.6791253,-83.1886689,Procambarus clarkii,intercontinental,North America
WD1513,29.6797,122.1458,Procambarus clarkii,intercontinental,Asia
WD1514,29.681,122.1527,Procambarus clarkii,intercontinental,Asia
WD1515,29.6823,122.1428,Procambarus clarkii,intercontinental,Asia
WD1516,29.6852,122.1792,Procambarus clarkii,intercontinental,Asia
WD1519,29.6882633,-82.0144195,Procambarus clarkii,intercontinental,North America
WD1520,29.6885,122.1793,Procambarus clarkii,intercontinental,Asia
WD1524,29.6904,122.1911,Procambarus clarkii,intercontinental,Asia
WD1528,29.6932,122.1667,Procambarus clarkii,intercontinental,Asia
WD1529,29.6948,122.1792,Procambarus clarkii,intercontinental,Asia
WD1534,29.7,113.4,Procambarus clarkii,intercontinental,Asia
WD1537,29.7008,122.1426,Procambarus clarkii,intercontinental,Asia
WD1538,29.7026417,-81.9913633,Procambarus clarkii,intercontinental,North America
WD1550,29.7085,116.1373,Procambarus clarkii,intercontinental,Asia
WD1560,29.7117,122.1614,Procambarus clarkii,intercontinental,Asia
WD1569,29.7127,122.1468,Procambarus clarkii,intercontinental,Asia
WD1580,29.71307,-82.390695,Procambarus clarkii,intercontinental,North America
WD1583,29.7133,122.1498,Procambarus clarkii,intercontinental,Asia
WD1602,29.7196,122.1572,Procambarus clarkii,intercontinental,Asia
WD1603,29.72,116.17,Procambarus clarkii,intercontinental,Asia
WD1622,29.7286,113.8283,Procambarus clarkii,intercontinental,Asia
WD1638,29.7403,122.012,Procambarus clarkii,intercontinental,Asia
WD1639,29.7405,122.114,Procambarus clarkii,intercontinental,Asia
WD1643,29.7435,122.0307,Procambarus clarkii,intercontinental,Asia
WD1644,29.7462,122.0953,Procambarus clarkii,intercontinental,Asia
WD1645,29.748,122.0233,Procambarus clarkii,intercontinental,Asia
WD1646,29.7483,122.1035,Procambarus clarkii,intercontinental,Asia
WD1648,29.75,116.22,Procambarus clarkii,intercontinental,Asia
WD1653,29.7521,113.7734,Procambarus clarkii,intercontinental,Asia
WD1658,29.7542,113.7736,Procambarus clarkii,intercontinental,Asia
WD1659,29.7562,122.0352,Procambarus clarkii,intercontinental,Asia
WD1675,29.7644,122.2415,Procambarus clarkii,intercontinental,Asia
WD1680,29.7647745,-82.3476452,Procambarus clarkii,intercontinental,North America
WD1695,29.7705,122.2272,Procambarus clarkii,intercontinental,Asia
WD1696,29.7713,116.3381,Procambarus clarkii,intercontinental,Asia
WD1705,29.7763,122.2268,Procambarus clarkii,intercontinental,Asia
WD1776,29.7969,-106.6925,Procambarus clarkii,intercontinental,North America
WD1778,29.797,-106.693,Procambarus clarkii,intercontinental,North America
WD1779,29.7972,-106.6926,Procambarus clarkii,intercontinental,North America
WD1788,29.800022,118.206325,Procambarus clarkii,intercontinental,Asia
WD1806,29.8092,122.3025,Procambarus clarkii,intercontinental,Asia
WD1819,29.8122,122.2852,Procambarus clarkii,intercontinental,Asia
WD1828,29.817,122.255,Procambarus clarkii,intercontinental,Asia
WD1829,29.817,122.2748,Procambarus clarkii,intercontinental,Asia
WD1852,29.8288,122.2727,Procambarus clarkii,intercontinental,Asia
WD1855,29.8295,122.2378,Procambarus clarkii,intercontinental,Asia
WD1869,29.8347,112.0683,Procambarus clarkii,intercontinental,Asia
WD1870,29.835,122.2592,Procambarus clarkii,intercontinental,Asia
WD1872,29.8385,122.283,Procambarus clarkii,intercontinental,Asia
WD1890,29.8593,113.2408,Procambarus clarkii,intercontinental,Asia
WD1916,29.8686,113.6275,Procambarus clarkii,intercontinental,Asia
WD1917,29.8687,113.6256,Procambarus clarkii,intercontinental,Asia
WD1940,29.88,121.55,Procambarus clarkii,intercontinental,Asia
WD1988,29.8886,113.0772,Procambarus clarkii,intercontinental,Asia
WD2048,29.9102,112.6299,Procambarus clarkii,intercontinental,Asia
WD2049,29.9103,112.9258,Procambarus clarkii,intercontinental,Asia
WD2063,29.924,112.1486,Procambarus clarkii,intercontinental,Asia
WD2095,29.9482,111.9824,Procambarus clarkii,intercontinental,Asia
WD2104,29.9533,99.0783,Procambarus clarkii,intercontinental,Asia
WD2111,29.96,112.39,Procambarus clarkii,intercontinental,Asia
WD2120,29.9667,113.683,Procambarus clarkii,intercontinental,Asia
WD2134,29.9806,112.9433,Procambarus clarkii,intercontinental,Asia
WD2135,29.9808,122.3827,Procambarus clarkii,intercontinental,Asia
WD2138,29.9825,122.3768,Procambarus clarkii,intercontinental,Asia
WD2163,29.994,122.3763,Procambarus clarkii,intercontinental,Asia
